Day,Date,Phase,Cumulative_Cases,Daily_Cases,Active_Cases,Deaths_Today,Cumulative_Deaths,Effective_R
1500,2030-01-15 + 1500 days,New Normal,0,0,0,0,19648,0.05
1501,2030-01-15 + 1501 days,New Normal,0,0,0,0,19648,0.05
1502,2030-01-15 + 1502 days,New Normal,0,0,0,0,19648,0.05
1503,2030-01-15 + 1503 days,New Normal,0,0,0,0,19648,0.05
1504,2030-01-15 + 1504 days,New Normal,0,0,0,0,19648,0.05
1505,2030-01-15 + 1505 days,New Normal,0,0,0,0,19648,0.05
1506,2030-01-15 + 1506 days,New Normal,0,0,0,0,19648,0.05
1507,2030-01-15 + 1507 days,New Normal,0,0,0,0,19648,0.05
1508,2030-01-15 + 1508 days,New Normal,0,0,0,0,19648,0.05
1509,2030-01-15 + 1509 days,New Normal,0,0,0,0,19648,0.05
1510,2030-01-15 + 1510 days,New Normal,0,0,0,0,19648,0.05
1511,2030-01-15 + 1511 days,New Normal,0,0,0,0,19648,0.05
1512,2030-01-15 + 1512 days,New Normal,0,0,0,0,19648,0.05
1513,2030-01-15 + 1513 days,New Normal,0,0,0,0,19648,0.05
1514,2030-01-15 + 1514 days,New Normal,0,0,0,0,19648,0.05
1515,2030-01-15 + 1515 days,New Normal,0,0,0,0,19648,0.05
1516,2030-01-15 + 1516 days,New Normal,0,0,0,0,19648,0.05
1517,2030-01-15 + 1517 days,New Normal,0,0,0,0,19648,0.05
1518,2030-01-15 + 1518 days,New Normal,0,0,0,0,19648,0.05
1519,2030-01-15 + 1519 days,New Normal,0,0,0,0,19648,0.05
1520,2030-01-15 + 1520 days,New Normal,0,0,0,0,19648,0.05
1521,2030-01-15 + 1521 days,New Normal,0,0,0,0,19648,0.05
1522,2030-01-15 + 1522 days,New Normal,0,0,0,0,19648,0.05
1523,2030-01-15 + 1523 days,New Normal,0,0,0,0,19648,0.05
1524,2030-01-15 + 1524 days,New Normal,0,0,0,0,19648,0.05
1525,2030-01-15 + 1525 days,New Normal,0,0,0,0,19648,0.05
1526,2030-01-15 + 1526 days,New Normal,0,0,0,0,19648,0.05
1527,2030-01-15 + 1527 days,New Normal,0,0,0,0,19648,0.05
1528,2030-01-15 + 1528 days,New Normal,0,0,0,0,19648,0.05
1529,2030-01-15 + 1529 days,New Normal,0,0,0,0,19648,0.05
1530,2030-01-15 + 1530 days,New Normal,0,0,0,0,19648,0.05
1531,2030-01-15 + 1531 days,New Normal,0,0,0,0,19648,0.05
1532,2030-01-15 + 1532 days,New Normal,0,0,0,0,19648,0.05
1533,2030-01-15 + 1533 days,New Normal,0,0,0,0,19648,0.05
1534,2030-01-15 + 1534 days,New Normal,0,0,0,0,19648,0.05
1535,2030-01-15 + 1535 days,New Normal,0,0,0,0,19648,0.05
1536,2030-01-15 + 1536 days,New Normal,0,0,0,0,19648,0.05
1537,2030-01-15 + 1537 days,New Normal,0,0,0,0,19648,0.05
1538,2030-01-15 + 1538 days,New Normal,0,0,0,0,19648,0.05
1539,2030-01-15 + 1539 days,New Normal,0,0,0,0,19648,0.05
1540,2030-01-15 + 1540 days,New Normal,0,0,0,0,19648,0.05
1541,2030-01-15 + 1541 days,New Normal,0,0,0,0,19648,0.05
1542,2030-01-15 + 1542 days,New Normal,0,0,0,0,19648,0.05
1543,2030-01-15 + 1543 days,New Normal,0,0,0,0,19648,0.05
1544,2030-01-15 + 1544 days,New Normal,0,0,0,0,19648,0.05
1545,2030-01-15 + 1545 days,New Normal,0,0,0,0,19648,0.05
1546,2030-01-15 + 1546 days,New Normal,0,0,0,0,19648,0.05
1547,2030-01-15 + 1547 days,New Normal,0,0,0,0,19648,0.05
1548,2030-01-15 + 1548 days,New Normal,0,0,0,0,19648,0.05
1549,2030-01-15 + 1549 days,New Normal,0,0,0,0,19648,0.05
1550,2030-01-15 + 1550 days,New Normal,0,0,0,0,19648,0.05
1551,2030-01-15 + 1551 days,New Normal,0,0,0,0,19648,0.05
1552,2030-01-15 + 1552 days,New Normal,0,0,0,0,19648,0.05
1553,2030-01-15 + 1553 days,New Normal,0,0,0,0,19648,0.05
1554,2030-01-15 + 1554 days,New Normal,0,0,0,0,19648,0.05
1555,2030-01-15 + 1555 days,New Normal,0,0,0,0,19648,0.05
1556,2030-01-15 + 1556 days,New Normal,0,0,0,0,19648,0.05
1557,2030-01-15 + 1557 days,New Normal,0,0,0,0,19648,0.05
1558,2030-01-15 + 1558 days,New Normal,0,0,0,0,19648,0.05
1559,2030-01-15 + 1559 days,New Normal,0,0,0,0,19648,0.05
1560,2030-01-15 + 1560 days,New Normal,0,0,0,0,19648,0.05
1561,2030-01-15 + 1561 days,New Normal,0,0,0,0,19648,0.05
1562,2030-01-15 + 1562 days,New Normal,0,0,0,0,19648,0.05
1563,2030-01-15 + 1563 days,New Normal,0,0,0,0,19648,0.05
1564,2030-01-15 + 1564 days,New Normal,0,0,0,0,19648,0.05
1565,2030-01-15 + 1565 days,New Normal,0,0,0,0,19648,0.05
1566,2030-01-15 + 1566 days,New Normal,0,0,0,0,19648,0.05
1567,2030-01-15 + 1567 days,New Normal,0,0,0,0,19648,0.05
1568,2030-01-15 + 1568 days,New Normal,0,0,0,0,19648,0.05
1569,2030-01-15 + 1569 days,New Normal,0,0,0,0,19648,0.05
1570,2030-01-15 + 1570 days,New Normal,0,0,0,0,19648,0.05
1571,2030-01-15 + 1571 days,New Normal,0,0,0,0,19648,0.05
1572,2030-01-15 + 1572 days,New Normal,0,0,0,0,19648,0.05
1573,2030-01-15 + 1573 days,New Normal,0,0,0,0,19648,0.05
1574,2030-01-15 + 1574 days,New Normal,0,0,0,0,19648,0.05
1575,2030-01-15 + 1575 days,New Normal,0,0,0,0,19648,0.05
1576,2030-01-15 + 1576 days,New Normal,0,0,0,0,19648,0.05
1577,2030-01-15 + 1577 days,New Normal,0,0,0,0,19648,0.05
1578,2030-01-15 + 1578 days,New Normal,0,0,0,0,19648,0.05
1579,2030-01-15 + 1579 days,New Normal,0,0,0,0,19648,0.05
1580,2030-01-15 + 1580 days,New Normal,0,0,0,0,19648,0.05
1581,2030-01-15 + 1581 days,New Normal,0,0,0,0,19648,0.05
1582,2030-01-15 + 1582 days,New Normal,0,0,0,0,19648,0.05
1583,2030-01-15 + 1583 days,New Normal,0,0,0,0,19648,0.05
1584,2030-01-15 + 1584 days,New Normal,0,0,0,0,19648,0.05
1585,2030-01-15 + 1585 days,New Normal,0,0,0,0,19648,0.05
1586,2030-01-15 + 1586 days,New Normal,0,0,0,0,19648,0.05
1587,2030-01-15 + 1587 days,New Normal,0,0,0,0,19648,0.05
1588,2030-01-15 + 1588 days,New Normal,0,0,0,0,19648,0.05
1589,2030-01-15 + 1589 days,New Normal,0,0,0,0,19648,0.05
1590,2030-01-15 + 1590 days,New Normal,0,0,0,0,19648,0.05
1591,2030-01-15 + 1591 days,New Normal,0,0,0,0,19648,0.05
1592,2030-01-15 + 1592 days,New Normal,0,0,0,0,19648,0.05
1593,2030-01-15 + 1593 days,New Normal,0,0,0,0,19648,0.05
1594,2030-01-15 + 1594 days,New Normal,0,0,0,0,19648,0.05
1595,2030-01-15 + 1595 days,New Normal,0,0,0,0,19648,0.05
1596,2030-01-15 + 1596 days,New Normal,0,0,0,0,19648,0.05
1597,2030-01-15 + 1597 days,New Normal,0,0,0,0,19648,0.05
1598,2030-01-15 + 1598 days,New Normal,0,0,0,0,19648,0.05
1599,2030-01-15 + 1599 days,New Normal,0,0,0,0,19648,0.05
1600,2030-01-15 + 1600 days,New Normal,0,0,0,0,19648,0.05
1601,2030-01-15 + 1601 days,New Normal,0,0,0,0,19648,0.05
1602,2030-01-15 + 1602 days,New Normal,0,0,0,0,19648,0.05
1603,2030-01-15 + 1603 days,New Normal,0,0,0,0,19648,0.05
1604,2030-01-15 + 1604 days,New Normal,0,0,0,0,19648,0.05
1605,2030-01-15 + 1605 days,New Normal,0,0,0,0,19648,0.05
1606,2030-01-15 + 1606 days,New Normal,0,0,0,0,19648,0.05
1607,2030-01-15 + 1607 days,New Normal,0,0,0,0,19648,0.05
1608,2030-01-15 + 1608 days,New Normal,0,0,0,0,19648,0.05
1609,2030-01-15 + 1609 days,New Normal,0,0,0,0,19648,0.05
1610,2030-01-15 + 1610 days,New Normal,0,0,0,0,19648,0.05
1611,2030-01-15 + 1611 days,New Normal,0,0,0,0,19648,0.05
1612,2030-01-15 + 1612 days,New Normal,0,0,0,0,19648,0.05
1613,2030-01-15 + 1613 days,New Normal,0,0,0,0,19648,0.05
1614,2030-01-15 + 1614 days,New Normal,0,0,0,0,19648,0.05
1615,2030-01-15 + 1615 days,New Normal,0,0,0,0,19648,0.05
1616,2030-01-15 + 1616 days,New Normal,0,0,0,0,19648,0.05
1617,2030-01-15 + 1617 days,New Normal,0,0,0,0,19648,0.05
1618,2030-01-15 + 1618 days,New Normal,0,0,0,0,19648,0.05
1619,2030-01-15 + 1619 days,New Normal,0,0,0,0,19648,0.05
1620,2030-01-15 + 1620 days,New Normal,0,0,0,0,19648,0.05
1621,2030-01-15 + 1621 days,New Normal,0,0,0,0,19648,0.05
1622,2030-01-15 + 1622 days,New Normal,0,0,0,0,19648,0.05
1623,2030-01-15 + 1623 days,New Normal,0,0,0,0,19648,0.05
1624,2030-01-15 + 1624 days,New Normal,0,0,0,0,19648,0.05
1625,2030-01-15 + 1625 days,New Normal,0,0,0,0,19648,0.05
1626,2030-01-15 + 1626 days,New Normal,0,0,0,0,19648,0.05
1627,2030-01-15 + 1627 days,New Normal,0,0,0,0,19648,0.05
1628,2030-01-15 + 1628 days,New Normal,0,0,0,0,19648,0.05
1629,2030-01-15 + 1629 days,New Normal,0,0,0,0,19648,0.05
1630,2030-01-15 + 1630 days,New Normal,0,0,0,0,19648,0.05
1631,2030-01-15 + 1631 days,New Normal,0,0,0,0,19648,0.05
1632,2030-01-15 + 1632 days,New Normal,0,0,0,0,19648,0.05
1633,2030-01-15 + 1633 days,New Normal,0,0,0,0,19648,0.05
1634,2030-01-15 + 1634 days,New Normal,0,0,0,0,19648,0.05
1635,2030-01-15 + 1635 days,New Normal,0,0,0,0,19648,0.05
1636,2030-01-15 + 1636 days,New Normal,0,0,0,0,19648,0.05
1637,2030-01-15 + 1637 days,New Normal,0,0,0,0,19648,0.05
1638,2030-01-15 + 1638 days,New Normal,0,0,0,0,19648,0.05
1639,2030-01-15 + 1639 days,New Normal,0,0,0,0,19648,0.05
1640,2030-01-15 + 1640 days,New Normal,0,0,0,0,19648,0.05
1641,2030-01-15 + 1641 days,New Normal,0,0,0,0,19648,0.05
1642,2030-01-15 + 1642 days,New Normal,0,0,0,0,19648,0.05
1643,2030-01-15 + 1643 days,New Normal,0,0,0,0,19648,0.05
1644,2030-01-15 + 1644 days,New Normal,0,0,0,0,19648,0.05
1645,2030-01-15 + 1645 days,New Normal,0,0,0,0,19648,0.05
1646,2030-01-15 + 1646 days,New Normal,0,0,0,0,19648,0.05
1647,2030-01-15 + 1647 days,New Normal,0,0,0,0,19648,0.05
1648,2030-01-15 + 1648 days,New Normal,0,0,0,0,19648,0.05
1649,2030-01-15 + 1649 days,New Normal,0,0,0,0,19648,0.05
1650,2030-01-15 + 1650 days,New Normal,0,0,0,0,19648,0.05
1651,2030-01-15 + 1651 days,New Normal,0,0,0,0,19648,0.05
1652,2030-01-15 + 1652 days,New Normal,0,0,0,0,19648,0.05
1653,2030-01-15 + 1653 days,New Normal,0,0,0,0,19648,0.05
1654,2030-01-15 + 1654 days,New Normal,0,0,0,0,19648,0.05
1655,2030-01-15 + 1655 days,New Normal,0,0,0,0,19648,0.05
1656,2030-01-15 + 1656 days,New Normal,0,0,0,0,19648,0.05
1657,2030-01-15 + 1657 days,New Normal,0,0,0,0,19648,0.05
1658,2030-01-15 + 1658 days,New Normal,0,0,0,0,19648,0.05
1659,2030-01-15 + 1659 days,New Normal,0,0,0,0,19648,0.05
1660,2030-01-15 + 1660 days,New Normal,0,0,0,0,19648,0.05
1661,2030-01-15 + 1661 days,New Normal,0,0,0,0,19648,0.05
1662,2030-01-15 + 1662 days,New Normal,0,0,0,0,19648,0.05
1663,2030-01-15 + 1663 days,New Normal,0,0,0,0,19648,0.05
1664,2030-01-15 + 1664 days,New Normal,0,0,0,0,19648,0.05
1665,2030-01-15 + 1665 days,New Normal,0,0,0,0,19648,0.05
1666,2030-01-15 + 1666 days,New Normal,0,0,0,0,19648,0.05
1667,2030-01-15 + 1667 days,New Normal,0,0,0,0,19648,0.05
1668,2030-01-15 + 1668 days,New Normal,0,0,0,0,19648,0.05
1669,2030-01-15 + 1669 days,New Normal,0,0,0,0,19648,0.05
1670,2030-01-15 + 1670 days,New Normal,0,0,0,0,19648,0.05
1671,2030-01-15 + 1671 days,New Normal,0,0,0,0,19648,0.05
1672,2030-01-15 + 1672 days,New Normal,0,0,0,0,19648,0.05
1673,2030-01-15 + 1673 days,New Normal,0,0,0,0,19648,0.05
1674,2030-01-15 + 1674 days,New Normal,0,0,0,0,19648,0.05
1675,2030-01-15 + 1675 days,New Normal,0,0,0,0,19648,0.05
1676,2030-01-15 + 1676 days,New Normal,0,0,0,0,19648,0.05
1677,2030-01-15 + 1677 days,New Normal,0,0,0,0,19648,0.05
1678,2030-01-15 + 1678 days,New Normal,0,0,0,0,19648,0.05
1679,2030-01-15 + 1679 days,New Normal,0,0,0,0,19648,0.05
1680,2030-01-15 + 1680 days,New Normal,0,0,0,0,19648,0.05
1681,2030-01-15 + 1681 days,New Normal,0,0,0,0,19648,0.05
1682,2030-01-15 + 1682 days,New Normal,0,0,0,0,19648,0.05
1683,2030-01-15 + 1683 days,New Normal,0,0,0,0,19648,0.05
1684,2030-01-15 + 1684 days,New Normal,0,0,0,0,19648,0.05
1685,2030-01-15 + 1685 days,New Normal,0,0,0,0,19648,0.05
1686,2030-01-15 + 1686 days,New Normal,0,0,0,0,19648,0.05
1687,2030-01-15 + 1687 days,New Normal,0,0,0,0,19648,0.05
1688,2030-01-15 + 1688 days,New Normal,0,0,0,0,19648,0.05
1689,2030-01-15 + 1689 days,New Normal,0,0,0,0,19648,0.05
1690,2030-01-15 + 1690 days,New Normal,0,0,0,0,19648,0.05
1691,2030-01-15 + 1691 days,New Normal,0,0,0,0,19648,0.05
1692,2030-01-15 + 1692 days,New Normal,0,0,0,0,19648,0.05
1693,2030-01-15 + 1693 days,New Normal,0,0,0,0,19648,0.05
1694,2030-01-15 + 1694 days,New Normal,0,0,0,0,19648,0.05
1695,2030-01-15 + 1695 days,New Normal,0,0,0,0,19648,0.05
1696,2030-01-15 + 1696 days,New Normal,0,0,0,0,19648,0.05
1697,2030-01-15 + 1697 days,New Normal,0,0,0,0,19648,0.05
1698,2030-01-15 + 1698 days,New Normal,0,0,0,0,19648,0.05
1699,2030-01-15 + 1699 days,New Normal,0,0,0,0,19648,0.05
1700,2030-01-15 + 1700 days,New Normal,0,0,0,0,19648,0.05
1701,2030-01-15 + 1701 days,New Normal,0,0,0,0,19648,0.05
1702,2030-01-15 + 1702 days,New Normal,0,0,0,0,19648,0.05
1703,2030-01-15 + 1703 days,New Normal,0,0,0,0,19648,0.05
1704,2030-01-15 + 1704 days,New Normal,0,0,0,0,19648,0.05
1705,2030-01-15 + 1705 days,New Normal,0,0,0,0,19648,0.05
1706,2030-01-15 + 1706 days,New Normal,0,0,0,0,19648,0.05
1707,2030-01-15 + 1707 days,New Normal,0,0,0,0,19648,0.05
1708,2030-01-15 + 1708 days,New Normal,0,0,0,0,19648,0.05
1709,2030-01-15 + 1709 days,New Normal,0,0,0,0,19648,0.05
1710,2030-01-15 + 1710 days,New Normal,0,0,0,0,19648,0.05
1711,2030-01-15 + 1711 days,New Normal,0,0,0,0,19648,0.05
1712,2030-01-15 + 1712 days,New Normal,0,0,0,0,19648,0.05
1713,2030-01-15 + 1713 days,New Normal,0,0,0,0,19648,0.05
1714,2030-01-15 + 1714 days,New Normal,0,0,0,0,19648,0.05
1715,2030-01-15 + 1715 days,New Normal,0,0,0,0,19648,0.05
1716,2030-01-15 + 1716 days,New Normal,0,0,0,0,19648,0.05
1717,2030-01-15 + 1717 days,New Normal,0,0,0,0,19648,0.05
1718,2030-01-15 + 1718 days,New Normal,0,0,0,0,19648,0.05
1719,2030-01-15 + 1719 days,New Normal,0,0,0,0,19648,0.05
1720,2030-01-15 + 1720 days,New Normal,0,0,0,0,19648,0.05
1721,2030-01-15 + 1721 days,New Normal,0,0,0,0,19648,0.05
1722,2030-01-15 + 1722 days,New Normal,0,0,0,0,19648,0.05
1723,2030-01-15 + 1723 days,New Normal,0,0,0,0,19648,0.05
1724,2030-01-15 + 1724 days,New Normal,0,0,0,0,19648,0.05
1725,2030-01-15 + 1725 days,New Normal,0,0,0,0,19648,0.05
1726,2030-01-15 + 1726 days,New Normal,0,0,0,0,19648,0.05
1727,2030-01-15 + 1727 days,New Normal,0,0,0,0,19648,0.05
1728,2030-01-15 + 1728 days,New Normal,0,0,0,0,19648,0.05
1729,2030-01-15 + 1729 days,New Normal,0,0,0,0,19648,0.05
1730,2030-01-15 + 1730 days,New Normal,0,0,0,0,19648,0.05
1731,2030-01-15 + 1731 days,New Normal,0,0,0,0,19648,0.05
1732,2030-01-15 + 1732 days,New Normal,0,0,0,0,19648,0.05
1733,2030-01-15 + 1733 days,New Normal,0,0,0,0,19648,0.05
1734,2030-01-15 + 1734 days,New Normal,0,0,0,0,19648,0.05
1735,2030-01-15 + 1735 days,New Normal,0,0,0,0,19648,0.05
1736,2030-01-15 + 1736 days,New Normal,0,0,0,0,19648,0.05
1737,2030-01-15 + 1737 days,New Normal,0,0,0,0,19648,0.05
1738,2030-01-15 + 1738 days,New Normal,0,0,0,0,19648,0.05
1739,2030-01-15 + 1739 days,New Normal,0,0,0,0,19648,0.05
1740,2030-01-15 + 1740 days,New Normal,0,0,0,0,19648,0.05
1741,2030-01-15 + 1741 days,New Normal,0,0,0,0,19648,0.05
1742,2030-01-15 + 1742 days,New Normal,0,0,0,0,19648,0.05
1743,2030-01-15 + 1743 days,New Normal,0,0,0,0,19648,0.05
1744,2030-01-15 + 1744 days,New Normal,0,0,0,0,19648,0.05
1745,2030-01-15 + 1745 days,New Normal,0,0,0,0,19648,0.05
1746,2030-01-15 + 1746 days,New Normal,0,0,0,0,19648,0.05
1747,2030-01-15 + 1747 days,New Normal,0,0,0,0,19648,0.05
1748,2030-01-15 + 1748 days,New Normal,0,0,0,0,19648,0.05
1749,2030-01-15 + 1749 days,New Normal,0,0,0,0,19648,0.05
1750,2030-01-15 + 1750 days,New Normal,0,0,0,0,19648,0.05
1751,2030-01-15 + 1751 days,New Normal,0,0,0,0,19648,0.05
1752,2030-01-15 + 1752 days,New Normal,0,0,0,0,19648,0.05
1753,2030-01-15 + 1753 days,New Normal,0,0,0,0,19648,0.05
1754,2030-01-15 + 1754 days,New Normal,0,0,0,0,19648,0.05
1755,2030-01-15 + 1755 days,New Normal,0,0,0,0,19648,0.05
1756,2030-01-15 + 1756 days,New Normal,0,0,0,0,19648,0.05
1757,2030-01-15 + 1757 days,New Normal,0,0,0,0,19648,0.05
1758,2030-01-15 + 1758 days,New Normal,0,0,0,0,19648,0.05
1759,2030-01-15 + 1759 days,New Normal,0,0,0,0,19648,0.05
1760,2030-01-15 + 1760 days,New Normal,0,0,0,0,19648,0.05
1761,2030-01-15 + 1761 days,New Normal,0,0,0,0,19648,0.05
1762,2030-01-15 + 1762 days,New Normal,0,0,0,0,19648,0.05
1763,2030-01-15 + 1763 days,New Normal,0,0,0,0,19648,0.05
1764,2030-01-15 + 1764 days,New Normal,0,0,0,0,19648,0.05
1765,2030-01-15 + 1765 days,New Normal,0,0,0,0,19648,0.05
1766,2030-01-15 + 1766 days,New Normal,0,0,0,0,19648,0.05
1767,2030-01-15 + 1767 days,New Normal,0,0,0,0,19648,0.05
1768,2030-01-15 + 1768 days,New Normal,0,0,0,0,19648,0.05
1769,2030-01-15 + 1769 days,New Normal,0,0,0,0,19648,0.05
1770,2030-01-15 + 1770 days,New Normal,0,0,0,0,19648,0.05
1771,2030-01-15 + 1771 days,New Normal,0,0,0,0,19648,0.05
1772,2030-01-15 + 1772 days,New Normal,0,0,0,0,19648,0.05
1773,2030-01-15 + 1773 days,New Normal,0,0,0,0,19648,0.05
1774,2030-01-15 + 1774 days,New Normal,0,0,0,0,19648,0.05
1775,2030-01-15 + 1775 days,New Normal,0,0,0,0,19648,0.05
1776,2030-01-15 + 1776 days,New Normal,0,0,0,0,19648,0.05
1777,2030-01-15 + 1777 days,New Normal,0,0,0,0,19648,0.05
1778,2030-01-15 + 1778 days,New Normal,0,0,0,0,19648,0.05
1779,2030-01-15 + 1779 days,New Normal,0,0,0,0,19648,0.05
1780,2030-01-15 + 1780 days,New Normal,0,0,0,0,19648,0.05
1781,2030-01-15 + 1781 days,New Normal,0,0,0,0,19648,0.05
1782,2030-01-15 + 1782 days,New Normal,0,0,0,0,19648,0.05
1783,2030-01-15 + 1783 days,New Normal,0,0,0,0,19648,0.05
1784,2030-01-15 + 1784 days,New Normal,0,0,0,0,19648,0.05
1785,2030-01-15 + 1785 days,New Normal,0,0,0,0,19648,0.05
1786,2030-01-15 + 1786 days,New Normal,0,0,0,0,19648,0.05
1787,2030-01-15 + 1787 days,New Normal,0,0,0,0,19648,0.05
1788,2030-01-15 + 1788 days,New Normal,0,0,0,0,19648,0.05
1789,2030-01-15 + 1789 days,New Normal,0,0,0,0,19648,0.05
1790,2030-01-15 + 1790 days,New Normal,0,0,0,0,19648,0.05
1791,2030-01-15 + 1791 days,New Normal,0,0,0,0,19648,0.05
1792,2030-01-15 + 1792 days,New Normal,0,0,0,0,19648,0.05
1793,2030-01-15 + 1793 days,New Normal,0,0,0,0,19648,0.05
1794,2030-01-15 + 1794 days,New Normal,0,0,0,0,19648,0.05
1795,2030-01-15 + 1795 days,New Normal,0,0,0,0,19648,0.05
1796,2030-01-15 + 1796 days,New Normal,0,0,0,0,19648,0.05
1797,2030-01-15 + 1797 days,New Normal,0,0,0,0,19648,0.05
1798,2030-01-15 + 1798 days,New Normal,0,0,0,0,19648,0.05
1799,2030-01-15 + 1799 days,New Normal,0,0,0,0,19648,0.05
1800,2030-01-15 + 1800 days,New Normal,0,0,0,0,19648,0.05
1801,2030-01-15 + 1801 days,New Normal,0,0,0,0,19648,0.05
1802,2030-01-15 + 1802 days,New Normal,0,0,0,0,19648,0.05
1803,2030-01-15 + 1803 days,New Normal,0,0,0,0,19648,0.05
1804,2030-01-15 + 1804 days,New Normal,0,0,0,0,19648,0.05
1805,2030-01-15 + 1805 days,New Normal,0,0,0,0,19648,0.05
1806,2030-01-15 + 1806 days,New Normal,0,0,0,0,19648,0.05
1807,2030-01-15 + 1807 days,New Normal,0,0,0,0,19648,0.05
1808,2030-01-15 + 1808 days,New Normal,0,0,0,0,19648,0.05
1809,2030-01-15 + 1809 days,New Normal,0,0,0,0,19648,0.05
1810,2030-01-15 + 1810 days,New Normal,0,0,0,0,19648,0.05
